track_id,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artists,album_name,track_name,explicit,genre
3ILmwMefYZoQh5Cf5jeuUQ,0.61,0.04279718,0.378680203,0.914,0,0.838762185,1,0.058549223,0.076305221,0,0.669,0.56281407,0.691164144,0.8,Motohiro Hata,Documentary,é€?æ˜Žã? ã?£ã?Ÿä¸–ç•Œ,FALSE,acoustic
2DHDuADAHoUW6n0z80RLQF,0.6,0.044472354,0.501522843,0.652,0.545454545,0.807724322,0,0.03253886,0.075702811,0.00256,0.125,0.299497487,0.562998209,0.8,Andrew Belle,Black Bear,Pieces,FALSE,acoustic
5JDcQAztvZTIkrWoZihgvC,0.68,0.040479017,0.453807107,0.393,0.454545455,0.756173353,1,0.039378238,0.78815261,0,0.28,0.566834171,0.300523478,0.6,Ron Pope,The Bedroom Demos,A Drop in the Ocean,FALSE,acoustic
2sYFi9xVSZ56WHKSY2fN1K,0.52,0.031165819,0.584771574,0.331,0.545454545,0.742504116,0,0.031709845,0.897590361,3.44E-05,0.129,0.409045226,0.61231366,0.8,Adam Christopher,So Far Away (Acoustic),So Far Away - Acoustic,FALSE,acoustic
6xJOhSm4SvZwzy3uhWz26O,0.62,0.053221359,0.544162437,0.89,0.090909091,0.819580859,1,0.038860104,0.078313253,0.0202,0.131,0.274371859,0.501183374,0.8,Andrew Belle,Black Bear,The Enemy,FALSE,acoustic
7lLKxcNeJtDTWVRKHovLEC,0.51,0.043201295,0.534010152,0.333,0.363636364,0.675341731,1,0.03253886,0.913654618,0.168,0.111,0.159798995,0.390147593,0.8,Aron Wright,Build It Better,Build It Better,FALSE,acoustic
25UzeaV47eDT44Fovve6xQ,0,0.039668301,0.508629442,0.381,0,0.741412796,1,0.037305699,0.689759036,0.00133,0.119,0.504522613,0.329023059,0.8,Chord Overstreet,Sleepwalking in the Rain,Sleepwalking in the Rain,FALSE,acoustic
4oa14QBfWRDfJy2agySy0L,0.67,0.042873681,0.274111675,0.275,0,0.724599079,1,0.036891192,0.837349398,0,0.146,0.232160804,0.694262282,0.8,Sara Bareilles,Little Voice,Gravity,FALSE,acoustic
2gRKq9rIC5i1zuxp06zJWH,0.57,0.032515483,0.74213198,0.507,0,0.796367201,1,0.047668394,0.574297189,0,0.0912,0.266331658,0.484727084,0.8,Chord Overstreet,What's Left of You,What's Left of You,TRUE,acoustic
08MFgEQeVLF37EyZ7jcwLc,0.75,0.04701237,0.38071066,0.457,0.272727273,0.786360357,1,0.032642487,0.871485944,0.0145,0.191,0.417085427,0.718402281,0.6,Zack Tabudlo,Pano,Pano,FALSE,acoustic
6nXIYClvJAfi6ujLiKqEq8,0.62,0.045084551,0.436548223,0.791,0.545454545,0.815936962,0,0.031295337,0.072891566,0.0193,0.11,0.218090452,0.706178196,0.8,Andrew Belle,The Daylight EP,Sky's Still Blue,FALSE,acoustic
7x4b0UccXSKBWxWmjcrG2T,0.66,0.022251573,0.625380711,0.282,0.090909091,0.632854263,1,0.034300518,0.986947791,0.833,0.13,0.43718593,0.397079368,0.8,Kurt Cobain,Montage Of Heck: The Home Recordings,And I Love Her,FALSE,acoustic
6owKuyHxUqidcAA6fPKSyy,0.64,0.040843734,0.715736041,0.347,0.181818182,0.763590626,1,0.03119171,0.676706827,0,0.12,0.361809045,0.328949098,0.8,Boyce Avenue;Bea Miller,"Cover Sessions, Vol. 3",We Can't Stop,FALSE,acoustic
0wbmIfvndFV9VDvuUY1pYN,0.62,0.033137434,0.590862944,0.255,0.363636364,0.726504264,1,0.031709845,0.775100402,0,0.0889,0.286432161,0.574774419,0.8,Tim Halperin,Covers,Always Be My Baby,FALSE,acoustic
3e5yu9MkIvQx17mm7LF6KY,0.58,0.034042438,0.557360406,0.274,0.090909091,0.683757838,1,0.039274611,0.801204819,6.63E-06,0.103,0.208040201,0.356096839,0.8,Canyon City,Midnight Waves,Alone with You,FALSE,acoustic
6VwAh8Z1d5YKoSWoEaV4db,0.65,0.028881699,0.798984772,0.355,0,0.704770361,1,0.02984456,0.899598394,0.0201,0.111,0.48241206,0.410803215,0.8,Aaron Espe,Making All Things New,Making All Things New,FALSE,acoustic
2D4BSm5Z8Hq5zYbSgJwEOh,0.67,0.046221735,0.403045685,0.303,0.454545455,0.777296857,1,0.04507772,0.38253012,0,0.101,0.172864322,0.333029272,0.8,Sara Bareilles,What's Inside: Songs from Waitress,She Used To Be Mine,FALSE,acoustic
7LwGBxB0h0CVmkOZxYKn0g,0.65,0.059349641,0.556345178,0.42,0,0.77111888,1,0.028704663,0.198795181,4.46E-06,0.0899,0.196984925,0.52599313,0.8,Andrew Belle,In My Veins (Feat. Erin Mccarley),In My Veins - Feat. Erin Mccarley,FALSE,acoustic
0ZwdH0m32I8odedwvspYTh,0.44,0.040882941,0.798984772,0.403,0,0.694412075,1,0.034196891,0.605421687,0.00857,0.131,0.265326633,0.485027037,0.8,Tyler Ward,Under Covers,I Don't Wanna Live Forever (Fifty Shades Darker),FALSE,acoustic
16dkWKIlBsfYTISCVuDs0w,0.55,0.040333857,0.491370558,0.573,0.454545455,0.801805301,1,0.030880829,0.088554217,1.14E-06,0.15,0.347738693,0.575111352,0.6,Ron Pope,Whatever It Takes,A Drop In the Ocean,FALSE,acoustic
3TwtrR1yNLY1PMPsrGQpOp,0.7,0.040757097,0.387817259,0.416,0,0.744094852,1,0.031295337,0.073594378,0,0.0719,0.125628141,0.419477179,0.8,Five For Fighting,America Town,Superman (It's Not Easy),FALSE,acoustic
3Et4LKZLnXygPYfNdeB3D3,0.57,0.066137549,0.549238579,0.575,0.818181818,0.741135342,1,0.050880829,0.679718876,0.215,0.102,0.430150754,0.377939944,0.8,Andrew Belle,Dive Deep,When the End Comes,FALSE,acoustic
2E9viCx0hJKNKNThd2MdGQ,0.56,0.032305106,0.616243655,0.473,0.181818182,0.757930562,1,0.035233161,0.714859438,0,0.66,0.542713568,0.491831435,0.8,Bailey Jehl,You're Still The One,You're Still The One,FALSE,acoustic
0Zf1BPkkFAWGtVHeBwHHz4,0.56,0.045757758,0.423350254,0.595,0.545454545,0.771155874,1,0.041036269,0.158634538,2.69E-04,0.101,0.11758794,0.607826702,0.8,Ingrid Michaelson,It Doesn't Have To Make Sense,Light Me Up,FALSE,acoustic
38jy6kRlPt8z1GUS9WXeNh,0.67,0.039742124,0.58071066,0.454,0.272727273,0.725912362,1,0.026735751,0.478915663,1.37E-05,0.0974,0.51758794,0.575998882,0.8,Jason Mraz,Love Is a Four Letter Word,93 Million Miles,FALSE,acoustic
2SkJKMfjpYsNv0KWOxiegX,0.62,0.042215774,0.719796954,0.913,0.636363636,0.820949633,1,0.077512953,0.018273092,0,0.167,0.52160804,0.443863715,0.8,A Great Big World,When the Morning Comes,Kaleidoscope,FALSE,acoustic
4qCbMMMuEB56kHd4zPE6GD,0.45,0.061649443,0.545177665,0.342,0.181818182,0.665482863,1,0.028290155,0.647590361,0.266,0.0687,0.254271357,0.448843745,0.8,Eddie Vedder;Nusrat Fateh Ali Khan,"Eat, Pray, Love",The Long Road,FALSE,acoustic
11TK5KLtLZUdKr1C549bAw,0.64,0.031293958,0.611167513,0.336,0.727272727,0.710744872,1,0.038238342,0.886546185,0.0017,0.143,0.336683417,0.373477639,0.8,Drew Holcomb & The Neighbors,Good Light,What Would I Do Without You,FALSE,acoustic
7BXW1QCg56yzEBV8pW8pah,0.65,0.041601091,0.652791878,0.638,0.090909091,0.824667518,0,0.042176166,0.204819277,0,0.0707,0.603015075,0.33693687,0.8,Jason Mraz,Know.,Have It All,FALSE,acoustic
2kMrCPZ0o5gErBPLCRgoli,0,0.043335171,0.45786802,0.7,0.909090909,0.794147569,0,0.044663212,0.456827309,0.00233,0.405,0.371859296,0.616566409,0.8,Gabrielle Aplin,Mellow Adult Pop,Heavy Heart,FALSE,acoustic
5IjTZ1g8KrIuV97N3OQZ0V,0,0.035692749,0.554314721,0.391,0.181818182,0.716663892,0,0.065284974,0.787148594,2.72E-06,0.0552,0.203015075,0.573890998,0.8,Gabrielle Aplin,Break Up Songs,The House We Never Built,FALSE,acoustic
3bHhUEOTIbezeZ856R0BX5,0.68,0.04355186,0.569543147,0.327,1,0.715757542,0,0.03388601,0.90562249,4.69E-04,0.111,0.299497487,0.665064182,0.8,Eddie Vedder,Into The Wild (Music For The Motion Picture),Society,FALSE,acoustic
0wf17wsLRwnnfh241GkeH5,0,0.033050988,0.486294416,0.541,0,0.733755064,1,0.05626943,0.742971888,0,0.108,0.301507538,0.353343852,0.8,Gabrielle Aplin,u don't deserve me,Please Don't Say You Love Me,FALSE,acoustic
3322ArxAq7wCSZI4fF77Q0,0,0.033050988,0.486294416,0.541,0,0.733755064,1,0.05626943,0.742971888,0,0.108,0.301507538,0.353343852,0.8,Gabrielle Aplin,Coffee Moment,Please Don't Say You Love Me,FALSE,acoustic
4LGF2tDg3878bs0mQPByZ4,0.61,0.029818833,0.442639594,0.4,0.636363636,0.703734532,1,0.028186528,0.907630522,0.00105,0.125,0.352763819,0.413909571,0.8,Eddie Vedder,Into The Wild (Music For The Motion Picture),Guaranteed,FALSE,acoustic
6Uy6K3KdmUdAfelUp0SeXn,0.7,0.040542895,0.559390863,0.836,0.909090909,0.845180623,0,0.054300518,0.005040161,2.10E-05,0.0425,0.761809045,0.760412044,0.8,Sara Bareilles,The Blessed Unrest,Brave,FALSE,acoustic
2z2JKNU24UEngb4joR9p8f,0,0.047603911,0.415228426,0.153,0.545454545,0.717514751,0,0.031709845,0.942771084,2.56E-05,0.108,0.180904523,0.350336111,0.8,KT Tunstall,Slow Christmas Songs 2022,Lonely This Christmas,FALSE,acoustic
2nef44o0sjJDKB1ta4S0ub,0,0.047603911,0.415228426,0.153,0.545454545,0.717514751,0,0.031709845,0.942771084,2.56E-05,0.108,0.180904523,0.350336111,0.8,KT Tunstall,Lonely Christmas 2022,Lonely This Christmas,FALSE,acoustic
0qJGlogD7AyMLAJfQ42aI2,0.62,0.038637836,0.609137056,0.845,0.909090909,0.785287535,1,0.032227979,0.048192771,0,0.24,0.393969849,0.401159542,0.8,Five For Fighting,Bookmarks,Heaven Knows,FALSE,acoustic
04JS6OitE9VGsIS3S94Osg,0,0.02789484,0.499492386,0.145,0.181818182,0.647892274,0,0.04373057,0.875502008,9.68E-06,0.107,0.219095477,0.370124747,0.8,The Civil Wars,Slow Christmas Songs 2022,I Heard The Bells On Christmas Day,FALSE,acoustic
5OGpsZeJRZ3t3MZioawcZW,0,0.02789484,0.499492386,0.145,0.181818182,0.647892274,0,0.04373057,0.875502008,9.68E-06,0.107,0.219095477,0.370124747,0.8,The Civil Wars,Alternative Christmas 2022,I Heard The Bells On Christmas Day,FALSE,acoustic
3Vnes7v746dYzBn0FJTZ1W,0,0.048822759,0.453807107,0.555,0.181818182,0.804857296,1,0.036165803,0.218875502,3.46E-06,0.124,0.331658291,0.484394261,0.6,KT Tunstall,Alternative Christmas 2022,Fairytale Of New York,FALSE,acoustic
30cYWLpVdBZVLb1cYdmcTT,0,0.02789484,0.499492386,0.145,0.181818182,0.647892274,0,0.04373057,0.875502008,9.68E-06,0.107,0.219095477,0.370124747,0.8,The Civil Wars,Acoustic Christmas Campfire,I Heard The Bells On Christmas Day,FALSE,acoustic
7sUqJ51FGSi3n7x4pYjY3v,0,0.02789484,0.499492386,0.145,0.181818182,0.647892274,0,0.04373057,0.875502008,9.68E-06,0.107,0.219095477,0.370124747,0.8,The Civil Wars,Lonely Christmas 2022,I Heard The Bells On Christmas Day,FALSE,acoustic
15BFn2VmEtonsXfNL1lUmy,0,0.02789484,0.499492386,0.145,0.181818182,0.647892274,0,0.04373057,0.875502008,9.68E-06,0.107,0.219095477,0.370124747,0.8,The Civil Wars,Chill Christmas Dinner,I Heard The Bells On Christmas Day,FALSE,acoustic
0WOFJR54wyTwLB11jcBDb1,0,0.02789484,0.499492386,0.145,0.181818182,0.647892274,0,0.04373057,0.875502008,9.68E-06,0.107,0.219095477,0.370124747,0.8,The Civil Wars,sadsadchristmas,I Heard The Bells On Christmas Day,FALSE,acoustic
1uDCw6LVMOmbZ6zRliNcNX,0,0.02789484,0.499492386,0.145,0.181818182,0.647892274,0,0.04373057,0.875502008,9.68E-06,0.107,0.219095477,0.370124747,0.8,The Civil Wars,Christmas Country Songs 2022,I Heard The Bells On Christmas Day,FALSE,acoustic
7DYsBLdOqz0z14tYWMt2Tn,0,0.032326718,0.67106599,0.937,0.363636364,0.82078316,0,0.101450777,0.323293173,1.04E-06,0.19,0.809045226,0.433694098,0.8,KT Tunstall,Del gusto de mamÃ¡,Hold On,FALSE,acoustic
7cPuE0M35EajWPRO3nRcH8,0,0.03642467,0.612182741,0.78,0,0.813865305,1,0.045388601,0.139558233,0,0.164,0.696482412,0.412943971,0.8,KT Tunstall,OO's Music Grandi Successi,Suddenly I See,FALSE,acoustic
0U32q8CZRRo7xCzyiaZw5f,0.58,0.054402339,0.635532995,0.655,0.818181818,0.792427353,1,0.027253886,0.50502008,0,0.13,0.544723618,0.378034449,0.8,Motohiro Hata,è¨€ãƒŽè‘‰,Rain,FALSE,acoustic
4kQXMVjoZ9yMibLZq5Aqi5,0.5,0.02484533,0.806091371,0.38,0.909090909,0.753972218,0,0.049430052,0.765060241,0,0.262,0.620100503,0.472486564,0.8,Callum J Wright,Somebody Else (Acoustic),Somebody Else - Acoustic,FALSE,acoustic
3us8sod4dLbM9FiMiPiEY8,0.59,0.036345492,0.527918782,0.279,0.454545455,0.717533248,0,0.056683938,0.897590361,1.05E-04,0.103,0.095577889,0.286154529,0.8,Andrew Belle,Black Bear (Hushed),Pieces (Hushed),FALSE,acoustic
1PR5pyPiOEEQ02oJYq402x,0.57,0.054311686,0.553299492,0.658,0.090909091,0.783474835,1,0.049119171,0.497991968,0,0.105,0.686432161,0.316268922,0.8,Boyce Avenue;Fifth Harmony,"Cover Sessions, Vol. 3",Mirrors,FALSE,acoustic
068qo0w1Ki0cjnFYOUhAm2,0.6,0.036420654,0.739086294,0.266,0.727272727,0.780737288,1,0.030362694,0.875502008,1.03E-05,0.114,0.308542714,0.473304242,0.8,Boyce Avenue,Stand by Me,Stand by Me,FALSE,acoustic
